Blog	business	friends	photo	small	companies	online	makes	another	support	talking	whether	should	back	ways	high	he	thing	getting	off	into	opportunity	his	tips	making	use	keep	better	asked	me	interview	questions	state	well	d	amp	media	started	video	using	top	following	com	b	reasons	web	money	website	thanks	our	site	there	great	here	least	which	being	re	because	others	few	ask	question	recently	ve	stuff	soon	youtube	c	hope	things	us	any	love	please	don	where	conversation	story	day	something	why	director	called	other	week	her	name	team	months	ago	really	thought	kind	never	answer	myself	let	see	favorite	she	nothing	much	come	happened	almost	every	got	office	took	wanted	even	once	month	everyone	had	take	place	no	who	knew	would	wrote	email	while	think	going	means	learn	just	work	real	time	around	made	easy	head	need	point	do	away	bit	press	make	sure	also	want	give	fun	during	takes	long	co	might	year	find	way	together	lot	events	happy	hour	same	talk	only	know	company	else	did	look	own	may	working	hard	personal	fact	try	important	isn	big	true	enough	close	article	write	along	feel	free	share	too	always	say	itself	america	wasn	third	family	used	its	today	idea	seems	than	ever	episode	different	ones	released	instead	president	tell	e	taking	three	face	next	found	old	best	m	very	good	successful	shows	running	far	each	create	many	days	sometimes	less	course	writing	already	under	games	movie	short	show	done	yet	spent	four	start	second	could	these	probably	were	stop	world	design	through	life	phone	camera	finally	looks	ll	videos	friend	then	didn	does	quickly	doing	latest	run	product	learning	system	track	feature	iphone	available	app	store	clear	especially	before	notes	left	add	tools	line	save	them	apple	features	photos	example	special	links	project	via	behind	won	coming	version	interesting	seeing	search	since	told	update	go	page	right	results	looking	information	security	someone	report	morning	am	down	until	ideas	twitter	mobile	check	word	simple	th	software	still	help	minutes	facebook	both	users	read	recent	experience	change	forward	past	years	such	those	account	actually	turn	party	blog	community	become	trying	matter	live	little	harassment	hours	building	social	open	two	part	hands	between	internet	build	chris	cover	reading	include	post	book	seem	deal	rules	times	comes	thinking	level	doesn	must	cost	often	perhaps	case	art	including	sexual	last	mean	saying	center	understand	david	problem	full	group	side	call	bad	room	likely	number	without	anyone	worth	needs	friday	though	mueller	according	said	city	end	five	went	white	house	early	him	news	election	continue	night	u	government	john	pretty	put	maybe	later	self	quite	car	bill	o	women	mark	game	trump	view	mdash	october	wrong	campaign	set	amazon	appeared	future	original	google	data	cool	content	technology	large	public	again	ad	guy	man	list	service	san	nbsp	words	sound	tech	says	based	x	home	screen	device	smart	hand	hit	play	within	against	everything	research	per	seen	former	series	american	russia	intelligence	development	key	york	music	created	order	computer	stranger	k	tv	million	cars	came	watch	network	stories	half	halloween	power	remember	donald	buy	price	known
Search Engine Roundtable	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	3	0	0	2	0	0	0	0	2	1	0	3	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	0	1	3	1	0	0	1	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	26	3	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ShoeMoney	5	0	0	1	1	4	1	1	0	1	1	3	0	4	1	5	4	0	1	1	0	2	2	5	3	2	2	0	0	0	0	0	1	1	0	1	2	0	1	4	0	0	0	2	0	9	6	1	3	1	5	3	15	0	1	1	11	2	0	2	0	0	0	3	2	2	0	0	0	0	2	2	2	0	4	0	0	0	0	2	16	0	0	2	0	0	0	0	2	0	3	1	0	0	0	0	1	1	0	0	0	1	1	0	1	2	1	1	1	0	3	0	2	1	1	2	0	5	1	0	5	0	1	0	5	3	0	3	6	0	1	3	0	2	1	0	5	0	8	2	0	1	9	1	4	10	0	0	0	2	1	0	0	2	2	4	0	2	0	0	0	1	0	3	2	0	0	0	5	4	1	1	1	3	0	0	2	4	1	0	1	0	0	0	0	2	1	0	2	0	2	0	0	0	0	1	1	1	3	0	1	7	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	4	0	4	1	0	2	1	0	6	2	2	2	2	0	0	2	0	0	0	1	2	0	2	0	0	4	0	7	7	7	2	0	6	3	1	5	0	0	0	0	1	0	0	5	0	1	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	3	0	1	0	3	0	1	0	0	0	0	7	0	0	0	0	2	3	0	0	1	1	0	2	0	0	0	6	0	0	0	1	0	1	0	0	0	2	0	2	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0	0	1	2	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2	0	0	3	0	8	0	1	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	5	0	0	0	0	1
Sifry's Alerts - David Sifry	2	4	1	3	3	1	4	2	2	1	0	4	1	1	2	2	1	4	11	10	2	2	0	8	6	1	2	3	8	0	3	9	16	4	0	2	2	3	2	10	0	1	1	0	6	8	0	5	11	6	25	13	7	1	11	0	34	0	0	2	1	0	0	25	2	2	0	1	2	10	14	2	4	1	7	10	2	1	8	8	8	0	2	8	3	2	2	6	2	1	16	2	3	0	0	1	5	3	1	2	2	11	6	0	1	1	6	0	1	1	13	5	3	1	9	8	7	3	14	0	2	0	3	12	6	12	8	2	14	7	2	11	5	0	2	0	6	0	23	2	6	0	15	6	16	20	5	6	3	2	5	1	1	10	3	4	6	9	3	2	2	3	0	8	7	1	0	2	4	3	0	4	4	4	3	2	0	2	4	0	4	2	0	0	2	2	2	1	4	1	4	1	0	0	3	0	6	2	6	0	0	12	2	0	2	2	1	0	1	2	0	2	3	0	11	9	8	2	11	10	5	2	0	0	3	3	6	8	3	1	5	4	2	2	1	0	7	0	3	6	2	1	5	2	5	4	3	2	5	3	8	0	6	0	1	17	0	4	17	0	3	6	0	3	2	1	2	2	8	0	0	1	3	0	2	1	0	0	4	5	0	0	1	1	3	3	4	0	2	3	4	0	0	2	2	0	3	2	2	10	1	3	2	1	4	7	0	6	1	7	22	0	0	12	1	2	3	1	1	1	3	3	0	3	1	6	14	7	3	0	5	0	5	0	5	1	5	0	2	1	13	0	1	5	0	25	0	0	1	1	1	0	0	3	3	1	3	5	8	0	1	2	5	0	3	1	2	4	7	0	0	0	5	2	2	0	1	0	1	3	0	0	1	2	0	6	4	0	1	1	0	1	4	4	0	3	0	2	1	3	0	3	1	1	0	2	0	0	0	7	6	5	1	1	1	0	2	1	0	3	0	4	0	2	2	7	2	1	2	3	0	0	1	4	0	1	0	0	0	0	1	0	6	0	0	2	0	1	4	0	1	1	4	3	0	2	0	0	1	2	2	2	0	0	1	0	4	3	2	0	1	0	0	4	3	0	0	2	0	10	0	0	0	0	0	1	0	0	1	1	0	0	4	0	3	1	4	0	2	1	3	0	3	0	0	1	0	4	0	0
SimpleBits	1	0	0	0	0	0	0	2	2	0	0	2	3	1	1	0	0	2	2	2	0	0	0	0	2	0	1	0	6	0	0	0	3	4	0	0	1	2	2	0	0	1	0	0	2	0	0	2	0	0	6	1	5	1	4	0	2	0	0	2	1	0	0	6	1	0	0	0	1	4	0	0	1	0	1	0	0	0	1	1	0	0	1	3	1	6	0	2	0	2	3	0	1	6	0	0	1	2	1	4	0	2	0	0	0	0	0	0	1	0	6	0	0	0	2	0	1	5	1	0	0	1	0	1	0	1	2	0	10	6	0	7	3	2	0	0	1	1	0	0	2	0	1	1	3	0	2	2	1	0	4	0	0	3	2	2	1	1	0	0	0	0	1	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	1	2	0	0	1	0	1	0	0	0	1	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	6	4	3	0	0	1	1	2	0	6	0	0	1	0	4	0	0	0	0	4	0	0	0	1	0	3	5	0	0	0	1	0	2	2	1	1	0	0	0	0	8	1	0	2	1	0	0	3	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	2	2	2	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	1	2	0	1	0	0	0	1	0	0	0	3	1	1	0	0	0	0	0	1	1	2	0	3	1	1	0	1	1	0	0	0	1	0	0	1	3	0	0	2	0	0	2	1	0	1	0	1	0	0	1	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
SpikedHumor - Today's Videos and Pictures	0	0	0	0	0	0	1	3	1	0	0	1	2	0	0	7	0	0	3	2	0	9	0	3	0	2	0	0	5	0	1	0	0	1	0	0	1	15	4	2	1	6	0	0	0	1	3	0	1	1	1	1	102	0	0	1	2	3	0	1	0	0	0	2	0	0	5	0	1	1	2	2	1	2	3	0	0	0	1	2	4	0	1	2	0	0	0	1	0	2	1	0	0	1	0	2	2	4	0	3	0	0	0	0	0	3	1	0	0	0	5	2	0	2	5	1	0	1	3	0	2	0	0	3	2	0	1	0	12	2	4	4	4	0	0	2	1	0	2	1	1	0	2	0	3	1	0	0	0	4	2	0	2	0	0	2	1	0	0	1	1	0	2	0	4	0	1	2	5	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	3	1	1	2	0	1	0	4	0	0	2	0	7	0	0	0	1	3	1	0	0	0	0	0	1	0	0	0	4	0	2	2	6	1	0	2	0	0	1	1	0	0	2	5	0	0	0	0	0	1	0	1	0	5	1	0	0	0	0	6	1	1	2	0	0	1	0	0	2	2	1	0	1	0	4	0	2	0	2	0	0	0	0	0	0	1	2	1	1	0	3	1	0	0	2	0	2	1	0	0	0	3	5	0	2	0	3	0	2	0	0	0	1	0	2	0	1	1	0	0	2	1	0	1	0	0	2	1	1	1	2	3	1	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	3	0	0	3	0	1	0	0	0	1	2	0	0	0	0	0	0	0	4	1	1	0	1	0	3	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	0	2	1	2	1	1	2	0	0	1	3	3	0	0	3	2	0	0	1	4	0	4	1	0	1	0	1	0	0	0	0	4	0	0	2	0	1	0	5	0	0	0	1	1	1	2	4	1	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	1	0	2	0	1	3	1	0	2	1	1	0	102	1	1	1	0	0	0	0	0	0	1
Steve Pavlina	5	0	0	0	0	5	1	0	0	0	0	1	0	0	2	6	0	2	2	3	0	4	0	1	1	0	2	0	1	0	8	2	3	3	0	0	0	9	0	0	1	0	0	0	0	0	0	0	2	0	1	2	1	0	3	1	3	1	0	3	1	1	1	7	0	3	0	0	0	1	0	0	0	0	3	2	0	0	4	0	1	0	1	0	1	0	0	0	0	0	4	0	0	0	3	0	0	1	0	0	0	3	0	2	2	0	0	0	1	0	2	0	0	0	0	1	0	4	1	0	0	0	1	0	0	0	0	0	3	0	2	3	1	0	0	0	0	1	9	0	0	0	0	1	0	3	1	1	0	0	0	0	0	5	1	0	0	1	0	0	0	4	0	5	5	0	1	1	0	1	1	0	0	23	0	0	2	0	9	0	0	0	0	1	1	2	14	0	1	0	1	1	0	0	1	0	2	0	1	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	4	0	1	0	0	1	4	7	1	0	0	0	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	7	7	0	0	1	0	1	1	0	0	1	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	2	0	0	2	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	3	0	0	1	1	0	0	0	1	0	0	1	0	0	0	3	1	0	1	1	0	1	1	0	1	1	0	0	0	3	2	0	1	0	0	0	1	1	5	0	0	0	0	20	1	0	1	0	1	1	0	2	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
All TPM News	0	0	0	3	0	0	0	4	1	0	6	0	3	0	1	63	2	1	2	9	1	35	0	0	2	3	1	7	5	4	0	3	4	6	0	6	0	3	0	3	0	3	0	0	0	1	1	0	2	4	6	0	4	2	7	5	2	6	0	1	3	1	2	0	0	2	0	1	0	3	2	6	0	0	6	4	0	7	1	4	2	1	3	5	10	2	0	0	3	1	2	2	0	2	1	1	0	2	1	3	6	1	4	0	1	0	1	11	2	0	4	1	2	3	16	0	2	12	13	0	6	3	2	3	1	3	1	1	4	2	1	6	1	6	1	0	0	2	5	0	0	16	5	4	10	6	0	0	4	0	3	0	0	4	0	2	0	1	1	0	0	3	0	7	12	10	1	6	2	2	2	2	1	1	1	0	0	2	4	1	1	2	0	0	0	0	6	1	2	1	2	0	0	0	0	1	0	3	1	0	0	3	0	0	0	0	6	3	18	3	1	0	2	2	7	0	3	3	5	2	1	0	0	0	4	0	0	5	4	0	0	0	0	1	3	0	0	2	0	2	2	1	2	1	1	6	1	1	9	1	1	0	3	0	0	1	2	0	1	0	0	3	0	5	0	1	0	8	0	0	3	0	0	0	0	0	0	1	2	6	0	2	1	0	0	0	4	0	0	0	0	1	0	0	1	1	2	0	0	0	2	0	4	13	1	0	8	6	2	0	1	5	4	7	3	1	7	2	1	6	0	0	0	0	1	0	5	0	0	2	5	0	4	1	0	2	1	1	6	2	5	0	0	0	0	0	0	0	1	1	3	0	3	0	0	0	2	12	4	12	1	2	0	1	0	0	0	4	1	1	3	4	2	0	2	0	1	2	0	0	0	1	0	1	6	1	2	4	2	1	0	1	2	3	0	1	1	0	4	2	1	2	1	0	16	2	2	3	20	2	2	1	0	13	15	3	13	9	4	0	1	7	5	3	1	1	3	4	1	0	0	0	0	0	2	0	54	0	2	3	1	7	0	0	0	1	0	0	0	0	0	0	3	5	7	0	0	4	0	0	2	4	0	0	0	1	1	0	1	0	0	0	2	0	0	0	3	0	5	1	2	11	0	1	4	3	0	1	4	0	0	5	0	0	0	0	3	0	2	5	0	2	0	0	8	2	7	1	0	3
ongoing by Tim Bray	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	3	0	0	0	0	1	0	0	2	1	1	1	5	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	2	1	7	1	5	1	7	0	11	0	0	3	0	0	0	3	0	0	0	0	1	0	4	2	1	0	3	1	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	1	1	0	4	0	0	3	0	0	0	3	0	1	0	1	0	1	0	4	0	0	4	3	0	1	0	0	0	4	0	0	0	2	4	0	2	2	0	0	0	1	0	3	2	0	0	5	1	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	0	1	3	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	1	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	2	0	1	1	3	0	0	2	1	0	0	1	3	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	3	0	0	1	4	0	0	2	0	2	0	0	2	0	1	1	0	0	0	1	0	0	0	1	1	0	1	2	0	4	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TechCrunch	0	0	0	0	2	0	3	3	0	0	0	0	2	0	0	8	0	0	1	2	0	3	0	1	0	0	1	1	1	0	0	0	2	1	0	2	1	1	0	1	0	0	0	0	0	1	2	1	0	0	4	0	2	0	4	1	6	1	1	1	0	1	1	3	0	0	0	1	0	1	0	3	0	0	0	3	1	0	1	0	1	0	2	0	2	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	2	0	2	3	1	0	3	0	0	0	2	0	0	1	1	3	4	0	0	0	0	2	0	1	0	0	0	2	0	3	1	2	0	0	1	0	0	0	1	0	0	1	3	1	0	0	1	1	0	3	0	2	0	1	0	0	1	1	0	0	1	3	0	6	0	0	0	3	2	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	14	5	1	0	1	1	0	2	0	0	0	0	2	0	0	0	0	2	0	0	1	0	1	1	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	1	0	0	3	0	2	0	0	0	3	0	0	0	0	2	0	0	0	0	2	2	2	1	0	0	2	5	1	5	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	3	0	1	0	2	0	1	1	1	0	1	3	1	0	6	0	0	0	0	0	0	2	1	1	5	0	4	20	0	1	4	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	2	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	0	1	0	1	0	0	0	0	2	2	0	1	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	2	1	2	0	0	0	2	0	19	0	0	3	3	1	3	0	0	3	1	0	1	0	1	0	0	0	1	2	2	1	0	3	0	0	0	0	0	0	1	1	0	0	0	2	1	1	0	2	0	1	0	0	0	0	0	1	0
Techdirt.	9	0	2	3	26	25	3	13	9	3	13	27	10	4	3	55	7	3	4	18	5	46	0	6	8	6	8	4	9	0	12	12	11	20	0	11	2	18	17	5	6	2	2	7	0	8	8	4	26	10	37	14	15	6	43	17	19	26	11	9	2	11	3	17	2	3	24	6	2	14	16	30	1	1	15	17	2	33	5	9	13	5	4	28	4	6	2	4	8	3	8	2	7	19	6	0	3	14	0	9	16	27	3	2	6	12	6	17	3	2	50	6	6	9	41	10	8	33	38	3	64	4	31	20	4	12	7	4	29	10	7	34	6	14	2	6	12	6	32	4	1	3	25	3	34	11	5	0	6	2	13	6	12	15	6	15	1	10	0	5	2	12	1	17	8	11	2	11	8	17	30	2	4	1	11	4	4	15	5	6	11	0	2	2	2	2	11	5	8	12	4	12	4	1	5	5	12	50	2	10	15	32	7	0	5	3	6	12	1	2	0	2	9	4	5	12	2	4	3	10	18	2	4	4	8	4	5	33	3	3	7	25	6	7	19	5	0	1	3	9	7	4	2	4	6	17	37	2	29	7	9	0	9	4	9	0	2	2	9	14	2	12	12	15	4	11	3	2	2	0	12	1	5	2	9	4	7	12	8	7	2	3	1	5	2	0	40	3	0	0	9	8	1	0	8	2	6	1	1	3	2	11	10	4	1	14	4	16	3	2	26	19	10	2	3	1	13	5	4	14	4	1	4	2	6	4	7	16	0	13	15	8	3	4	4	7	4	7	16	23	31	4	9	1	3	2	5	2	10	7	0	5	3	4	4	4	19	11	10	2	15	33	6	1	2	2	2	12	1	7	7	9	11	4	3	6	10	5	4	11	2	29	1	13	1	17	2	8	5	5	0	9	2	6	0	2	17	3	7	8	20	7	3	5	0	7	0	0	17	8	8	1	2	5	5	1	9	10	12	3	0	24	38	0	11	13	4	3	2	7	0	1	0	0	1	2	7	1	31	6	1	17	6	0	3	3	3	28	13	0	41	9	6	17	11	2	1	7	1	17	6	0	0	2	5	7	3	2	7	2	1	0	2	3	3	3	22	5	5	4	2	2	2	9	2	8	2	3	1	3	2	12	9	0	4	7	4	1	2	4	9	2	2	0	5	1	1	1	4	6
Tech Blog	0	0	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	3	1	1	0	1	0	0	0	0	0	0	1	0	3	1	0	4	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	1	10	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
The Superficial - Because You're Ugly	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	11	2	2	1	1	0	5	0	1	1	0	0	0	1	0	0	0	3	1	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	2	3	5	0	1	0	0	0	0	0	0	0	0	0	2	0	0	4	1	5	3	0	0	2	2	0	0	0	2	2	5	1	0	0	0	3	0	3	2	0	0	2	2	0	4	1	3	2	0	0	0	3	0	0	0	0	1	0	1	0	2	2	0	4	0	2	0	0	0	1	0	0	0	7	1	1	1	2	1	0	0	0	0	3	1	0	0	1	1	2	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	4	0	1	2	0	0	0	0	0	2	0	0	0	1	2	1	1	1	0	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	2	1	3	0	4	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	1	0	1	0	0	0	1	0	2	2	0	1	0	1	0	0	1	0	0	0	1	2	1	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	2	2	0	0	2	1	0	1	0	1	0	1	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	1	0	1	2	0	0	0	1	2	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
